transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link
08/12/2015,Joint,AAN,"Aaron's, Inc. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/11/2015,Joint,AAN,"Aaron's, Inc. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/10/2015,Joint,GPK,Graphic Packaging Holding Company (NYSE),Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/10/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/07/2015,Joint,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/07/2015,Joint,XOM,Exxon Mobil Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/07/2015,Joint,LQDT,"Liquidity Services, Inc. (NASDAQ)",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/07/2015,Joint,LQDT,"Liquidity Services, Inc. (NASDAQ)",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/06/2015,Joint,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/06/2015,Joint,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/06/2015,Joint,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/06/2015,Joint,FOX,"Twenty-First Century Fox, Inc. (NASDAQ)",Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/06/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/06/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/06/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/06/2015,Joint,CBS,CBS Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/05/2015,Joint,AM,Antero Midstream Partners LP (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/04/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/03/2015,Joint,CLX,The Clorox Company (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/03/2015,Joint,BCR,CR Bard Inc. (NYSE),Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/03/2015,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
07/31/2015,Joint,GPK,Graphic Packaging Holding Company (NYSE),Stock,Sale (Partial),"$50,001 - $100,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
07/31/2015,Joint,LNT,Alliant Energy Corporation (NYSE),Stock,Sale (Partial),"$100,001 - $250,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
07/30/2015,Joint,LNT,Alliant Energy Corporation (NYSE),Stock,Sale (Partial),"$100,001 - $250,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
07/30/2015,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
07/30/2015,Joint,DE,Deere &amp; Company (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
07/29/2015,Joint,DVN,Devon Energy Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
07/29/2015,Joint,CVC,Cablevision Systems Corporation (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
07/28/2015,Joint,VLP,Valero Energy Partners LP (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
07/28/2015,Joint,GPK,Graphic Packaging Holding Company (NYSE),Stock,Sale (Partial),"$100,001 - $250,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
07/28/2015,Joint,LQDT,"Liquidity Services, Inc. (NASDAQ)",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
07/28/2015,Joint,LQDT,"Liquidity Services, Inc. (NASDAQ)",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/05/2015,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/05/2015,Joint,CVC,Cablevision Systems Corporation (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/05/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/05/2015,Joint,CVC,Cablevision Systems Corporation (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/05/2015,Joint,WOOF,VCA Inc. (NASDAQ),Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/04/2015,Joint,VLP,Valero Energy Partners LP (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/04/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/04/2015,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/
08/07/2015,Self,DISCK,"Discovery Communications, Inc. (NASDAQ)",Stock,Sale (Partial),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/97ec46e2-c917-4c6a-91cd-bc0c791b642f/
08/25/2015,Joint,--,"Leander Texas Independent School Dist <div class=""text-muted""><em>Rate/Coupon:</em> 0.0%<br> <em>Matures:</em> 08/15/2035</div>",Municipal Security,Purchase,"$1,001 - $15,000",--,Michael  B Enzi,https://efdsearch.senate.gov/search/view/ptr/20819b5e-4756-4fc4-bb40-3a1e79569a4d/
08/04/2015,Self,QCOM,QUALCOMM Incorporated (NASDAQ),Stock,Sale (Partial),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/245dac61-1d02-4b5d-8f12-fe30720ca1d5/
08/28/2015,Spouse,--,"HSBC Contingent Autocall on Briston Myers Squibb <div class=""text-muted""><em>Rate/Coupon:</em> 8.5%<br> <em>Matures:</em> 08/31/2018</div>",Corporate Bond,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/bd75505b-cd44-431d-94b2-7eda40672953/
08/14/2015,Spouse,--,"UBS Contingent Autocall Marathon Petroleum <div class=""text-muted""><em>Rate/Coupon:</em> 11%<br> <em>Matures:</em> 08/17/2018</div>",Corporate Bond,Purchase,"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/bd75505b-cd44-431d-94b2-7eda40672953/
08/13/2015,Spouse,--,"JPM Contingent Autocall Prudential Financial <div class=""text-muted""><em>Rate/Coupon:</em> 8.15%<br> <em>Matures:</em> 08/11/2017</div>",Corporate Bond,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/bd75505b-cd44-431d-94b2-7eda40672953/
08/06/2015,Spouse,--,"JPM Contingent Autocall Mobileye N.V. <div class=""text-muted""><em>Rate/Coupon:</em> 13.75%<br> <em>Matures:</em> 05/05/2016</div>",Corporate Bond,Sale (Full),"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/bd75505b-cd44-431d-94b2-7eda40672953/
08/25/2015,Spouse,GAS,AGL Resources Inc. (NYSE),Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/bd75505b-cd44-431d-94b2-7eda40672953/
08/25/2015,Spouse,AEE,Ameren Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/bd75505b-cd44-431d-94b2-7eda40672953/
08/04/2015,Spouse,--,Baxalta,Stock,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/bd75505b-cd44-431d-94b2-7eda40672953/
08/04/2015,Spouse,GE,General Electric Company (NYSE),Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/24a82dfc-b32a-4ec8-b78c-f72ec81f32d1/
08/04/2015,Spouse,BIIB,Biogen Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/24a82dfc-b32a-4ec8-b78c-f72ec81f32d1/
08/10/2015,Child,KO,The Coca-Cola Company (NYSE),Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/24a82dfc-b32a-4ec8-b78c-f72ec81f32d1/
08/10/2015,Joint,BIIB,Biogen Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/24a82dfc-b32a-4ec8-b78c-f72ec81f32d1/
08/10/2015,Self,BIIB,Biogen Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/24a82dfc-b32a-4ec8-b78c-f72ec81f32d1/
08/04/2015,Self,BIIB,Biogen Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/24a82dfc-b32a-4ec8-b78c-f72ec81f32d1/
08/04/2015,Self,WFC,Wells Fargo &amp; Company (NYSE),Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/24a82dfc-b32a-4ec8-b78c-f72ec81f32d1/
08/04/2015,Self,VZ,Verizon Communications Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/24a82dfc-b32a-4ec8-b78c-f72ec81f32d1/
07/15/2015,Self,NFLX,"Netflix, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/24a82dfc-b32a-4ec8-b78c-f72ec81f32d1/
08/27/2015,Spouse,IHE,iShares US Pharmaceuticals (NYSEArca),Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/74e060d5-4d40-4972-b585-7d2f69731188/
08/27/2015,Spouse,CAT,Caterpillar Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",--,William Cassidy,https://efdsearch.senate.gov/search/view/ptr/74e060d5-4d40-4972-b585-7d2f69731188/
07/16/2015,Spouse,--,"Maine Health &amp; Higher Ed Rev Bond <div class=""text-muted""><em>Rate/Coupon:</em> 3.25%<br> <em>Matures:</em> 07/01/2027</div>",Municipal Security,Purchase,"$15,001 - $50,000",--,"Angus S King, Jr.",https://efdsearch.senate.gov/search/view/ptr/d8acedb9-0db9-4f5e-a07d-4d017b52611f/
